text,label
me parece que el esta tratando de demostrar que el esta tratando de bajar el gasto publico es un gesto de austeridad. y le aplaudo por eso 👏👏,
Ya le escribi por otra vía necesito saber algo respeto a la ayuda robada tenemos la cédula bloqueada y mientratanto no nos dan el platico para poder cobrar por favor resuelva eso Usted siempre lo hace cuando puedas por favor investigué Luis Rodolfo Abinader corona mi respeto para usted bendiciones,
Perdió esa picada el pencó y helidroga . 😮Perdón helidosa😢😂,
"Es preocupante la seguridad!!!! Es admirable tener la intención de sentir y viajar como la mayoría… Populismo.. antes era un sander azul… Un poco de humildad… solo esperamos que sea sincera…. Y tenga la intención de ser un presidente para la historia, capaz de aspirar a un segundo mandato por su buen accionar en el estado dominicano.  Y muy duro para liberar nuestro país de convertirse en un Narco Estado….",
Austeridad! 👏🏽👏🏽Que aprendan los funcionarios de este gobierno ! 🤬,
Populismo nivel Dios!😂😂😂😂😂ese payaso!,
"Según tu quién pagó el vuelo de Abel Martínez??? ,Cada vez que se mueven estos ""Ricos"" es a costilla nuestra..",
"Aunq sea populismo, es bello ver qué son humanos cm los demás comunes mortales... Que presidente hace eso?",
@juantaverasrd clarooo porque tu me dice yo que soy una Rullia que siempre he viajado en clase normal que siga haciendolo okay!.. pero un satanico Aque nunca ha viajado en clase@comercial que sabemos que como empresario ya tenía privilegios de viajar en a,
@elantinoti Ya estoy jarta de su buscadera de sonido!! No entiendo si es presidente o blogger que quieren ser!… y es todo su equipo que están en l mismas am hasta usando la familia para conectar o ganar seguidores y likes!..,
"Austeridad para mi es cuando quiten barrilito, paguen la deudas, eviten los préstamos, Licitaciones correctas.",
Excelente señor Presidente sigue haciendo historia y más 👏👏👏👏,
Un presidente de carne y hueso #bravo 👏,
"Populismo eso es lo que busca, por lo que está pasando la República Dominicana ahora mismo",
Muy bien  Por el por k antes asta los limpiabotas de gobierno volaban en un avión privados,
Diablo pero to es malo si va en viaje publico es populismo y si va en jet privado es derroche...,
"Eso se llama predicar con el ejemplo, cuando se habla de austeridad.🙌",
"No creo que sea austeridad porque para el montarse en ese avion todo los que estan en su aderredor deben ser miembro de su seguiridad y llevarlo cuesta, tampoco lo veo como populismo porque le presidente se ha caracterizado por ser una persona allegada al pueblo pero lo que si veo e negligencia de su equipo de segurida porque con tanto frente abierto en materia de corrupcion deberian cuidarlo mas.",
El hizo bien y humilde,
Eso es que quiere ganar el 24 y así el piensa que lo va hacer a uno llevandecelo el diablo,
Para el Dominicano si viaja en Avión Privado malo si viaja en un Avión comercial tambien he todo nada esta Bien para nadie,
La unidad hecha gente como un presidente sencillo y humilde.,
"Excelente, dando el ejemplo, así deben viajar todos los servidores públicos 👏👏",
Populis.,
Hay que aplaudirlo. 👏👏 actuar y dar ejemplo.,
"Para recorte de gastos el Presidente hace un viaje a NY en vuelo comercial como cualquier otro ciudadano y no esta pagandole a Helidosa u otra compañia altas sumas de dinero para el alquiler de un Jet Privado, en mi opinion nose si otros funcionarios esten haciendo lo mismo, pero el está cumpliendo con el recorte de gastos en el estado por la crisis que ha generado el Covid-19",
Eso es populismo por qué si fuera austeridad se estuviera parcaticamdo en todos los niveles gubernamentales del gobierno y todos sabemos el derroche de dinero en marketing y demás que han tiene él gobernó actual,
Buscando cámara y la gente como zombie no se dan cuenta que son unos corruptos todos,
"Yo pienso que eso es una falta de respeto a su investidura y sobre todo un Gran riesgo para Su seguridad.... muy pero muy mal Por El en esta ocasión.  Porque como es posible que si fue a puerto Rico que es un patio que esta al lado de nosotros en un vuelo privado, a El se le va ocurrir  de ir de gira a USA en un vuelo comercial por Dios.... No haga eso otra vez que después hasta sus mismas autoridades del país le van a perder el Respeto. 🙏🙏",
"Para otro país, austero. Para los Dominicanos, sonido, tacaño, busca estar vigente, etc. entendiste el punto, no importa lo que haga por bien o mal, lo criticarán todo, ni importa si es en un burro!",
Es un mensaje a los dominicanos para que no viajen con otra línea. @delta . Arriba!!!!!,
Totalmente Humildad. Adicional un ejemplo de recorte de gastos. 👏,
"Claro mientras el se sacrifica, las botellas andan por ahí cobrando millones, ojalá y eso los haga pensar 🤔",
"@elantinoti  @luisabinader Entiendo que quiere dar un ejemplo de humildad, siento que de hecho es un hombre humilde al igual que su esposa a pesar de sus riquezas, entiendo que quieran dar este ejemplo PERO es una imprudencia que con tanta gente mala en e",
@relectroo pero si está para pagar publicidad a medios que ni existen!,
Segurito que allá andará en el subway! O en taxi quizás,
"Populismo de nuestro Presi!! Le quedo el show, pero que dejen de pagar publicidad a medios que no existen, en vez de ahorrarse en un vuelo",
El mejor de todo los tiempo👏👏👏👏👏❤️❤️❤️❤️🙌🙌🙌,
@denisrenzo.psicoclinico tu solo ha viajado a haiti😂😂😂,
Bien de populismo!,
👏👏,
Austeridad ??? Y entonces los préstamos semanales ???,
"Como un gobierno gana popularidad si no da a conocer que se están haciendo las cosas bien, o como se supone que se deben hacer luego del historial de políticos que hemos tenido... Austeridad y sacarle provecho dándole publicidad al presidente, yo lo veo bien",
Populismo......,
100% de acuerdo !!,
El ha hecho saber que es un ser humano comun y corriente y es un simple servidor publico.  Humilde porque pidio a los servidores publicos que no pusieran su foto en las oficinas y que en vez pusieran la de sus familias deja mucho que decir,
My bien por nuestro presidente👏👏👏,
"Lo veo por cualquiera de las razones que quieran criticar o comentar, populismo no es por que tampoco es que se está montando en una voladora, es en un avión… se podría decir ejemplo de simpatía y acercamiento con los Domonicanos, no hay algo que represente más a un Dominicano que un Dominicano ausente que resida en NY… austeridad y ejemplo podría ser… y hasta jartancia de tanto protocolo, a lo mejor la primera dama le dijo vamonos comercial para vivir un chin como antes 😄😄😄😄 @elantinoti @luisabinader",
@chindeto ❤️😘,
@mrmartinez.011 Ahorita te crucifican por decir eso 🤣😂,
Excelente señor presidente @luisabinader 👏👏👏👏👏,
Una verdadera lección de humildad la que nos ha dado el presidente hoy 👌🏼🙌🏼,
Yo lo veo bien humilde,
Diga usted su opinión Don Sergio?,
@sandra180 yo opino lo mismo 😂👏,
En buen dominicano si se lo meten gritan y se se lo sacan lloran 🙄,
Eso no es nuevo…. El demonio de Dañino hacía viajes en aviones comerciales primera clase pero los hacía.,
Sergio si uno se lleva de lo que diga la gente uno se volvería loco. Ojalá muchos países.con un presidente colo Luis y su esposa Raquel. Que los pldistas se vayan pal carajo,
"Yo no lo veo mal, ahí el demostró que no debe haber abuso de poder sino igualdad",
Muy bien,
Excelente es los que todos deben hacer!,
Falsa modestia 😂😂😂,
"Si va en privado es criticado, si va en público igual lo será, 🤷🏽‍♂️ pienso que lo particular que es austeridad populista la vuelven ustedes los medios.",
Austeridad con una pizca de populismo — que siempre viene bien a los politicos.,
Yo pienso que hay que buscar más videos de como el viajaba antes de ser presidente y luego se crítica,
"Las 2 cosas, pero mientras tanto prefiero aplaudir la iniciativa. 👏👏👏👏👏👏",
"Austeridad, quien iba a pensar que una gente rica iba tener ese grado de humildad",
El dominicano que todo lo crítica,
"Marketing político, si de verdad hubiese austeridad se le recortara el salario a los funcionarios, se le limitan los privilegios, pero esto no es más que una estrategia barata, populismo 🙌",
Jaja y eso es Jetblu,
Estratégia 😌,
"Dando el ejemplo, bravo mu presidente 👏🏻 @luisabinader",
Ejemplo de sencillez!! Porque puede pagar lo que sea sin embargo enseña con el ejemplo cuando los fondos son publicos!!👏👏👏,
Y viajó en @delta 😍😍,
Pienso k el esk tiene k dar el ejemplo esperemos k sus ministros sigan lo mismo 👏👏,
El puede tener austeridad pero sus compañeritos no 🤷🏼‍♀️ entonces estamos en las mismas 🤦🏼‍♀️,
"@angela.mendezp.9 nuestro presidente está alante alante a nivel de Tik Tok , lo vi.😂",
"Si fuera Bukele es austeridad si es Abinader es populismo, que opinas?",
@elantinoti chismoso jajajajaja,
"Cualquiera de las dos, es irrelevante mientras ahorre dinero al Estado.",
"No creo 🤨 que sea populismo, creo que el como primer mandatario debe de poner el ejemplo y mostrarle a sus antecesores y a los que vienen detrás como se hacen más cosas 🙌👏, Dios Bendiga mi Quisqueya 🇩🇴🇩🇴🇩🇴🇩🇴… no todo está perdido",
"Austeridad , bien hecho por el . Está poniendo el ejemplo, ha enseñado bastante en tan poco tiempo.",
"TELEVISA PRESENTA, COMO SE LLAMA LA TELENOVELA 😂😂😂",
"La respuesta es sencilla. ¿Cómo viajaba Abinader antes de ser presidente? Si ahora está viajando de la misma forma, es humildad.",
Uff 100% con usted🙏,
Excelente👏👏👏👏👏👏👏👏no importa lo que sea solo que se repita mucho 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,
"Populismo. Es una acción muy humilde de su parte. Sin embargo, no considero necesario que un presidente deba viajar en vuelo comercial. Ese es el menor de los gastos 🤷🏽‍♀️ Además, por su seguridad tampoco es conveniente pero nada bien por él 👏",
"No creo que tenga que ver con recorte de gastos, ni con populismo tampoco,  solo veo un Presidente que de vez en cuando hace cosas ""normales"" para que el pueblo vea que aunque tenga tal investidura el es un ser humano ""comun""",
Tiene mi voto de confianza. Que pena que los del pld se le subieron los humos ala cabeza. Y si no era on alfombras roja no se montaban en el avión pagado por el pueblo Dominicano.,
Ojala todos fueran populistas y dejaran de desperdiciar nuestro dinero 👏,
"Entiendo que si el no tiene un avión de él ni de la presidencia el puede volar como todos lo hacemos claro con las medidas de seguridad que corresponde, esa acción ayuda a la economía del pais",
Austeridad 🙌,
Yo me acuerdo cuándo el Gobierno de Leonel que un General tenía que llevarle la silla donde el iva antes de que el llegara.¡¡¡ cuanta prepotencia!!!,
"Mareando el pueblo,como siempre y cómo somos tan … buena gente.",
👏👏👏Bien echo,
"@argenisdanielpaulinomorel en una parte sí pero si a eso vamos e cargarle toda la responsabilidad al presidente de los desaciertos de sus ministros: Danilo, Leonel e Hipólito deberían estar presos.",
🙌🙌🙌,
"@jeimyvarga permiteme diferir, elnpodia viajar ""como le diera la gana"" como tu dices, cuando el era un ciudadano comun, al envestirse como presidente ya no se debe a el mismo, se debe a un pais y millones de personas, lamentablemente no puede hacer lo que",
"En mi humilde opinión entiendo que eran un despilfarro los viajes de los anteriores gobiernos en viajes, delegaciones de un reguero de gente que iban a pasear y no aportaban nada, hasta el perrito de la querida se colaba ahí y por eso era tan grande el gasto, pero no creo que seamos tan pobres como para que nuestro presidente tenga que tomar un vuelo comercial, bonito el gesto, pero los seres humanos debemos tener cuidado de no caer en los extremos, el es el presidente de nuestro pais, el hombre que representa nuestra democracia, yo tengo que cuidarme por mi y por mi familia, el debe cuidarse por el, por su familia y por mas de 10 millones de personas, simplemente me parece un acto de sencillez pero no de sensatez.",
